,name,sex,births,year
2912,Daniel,M,1303,1983
2913,Melissa,F,806,1983
2914,Jamie,M,170,1983
2915,Karen,F,152,1983
2916,David,M,1219,1983
2917,Amanda,F,747,1983
2918,Blake,M,156,1983
2919,Alexandra,F,148,1983
2920,Andrew,M,1059,1983
2921,Nicole,F,599,1983
2922,Todd,M,145,1983
2923,Bianca,F,144,1983
2924,Benjamin,M,1039,1983
2925,Amy,F,598,1983
2926,Wayne,M,145,1983
2927,Leanne,F,141,1983
2928,Luke,M,969,1983
2929,Lauren,F,554,1983
2930,Damien,M,141,1983
2931,Tara,F,140,1983
2932,James,M,885,1983
2933,Emma,F,533,1983
2934,George,M,139,1983
2935,Julie,F,140,1983
2936,Joshua,M,803,1983
2937,Lisa,F,532,1983
2938,Trent,M,137,1983
2939,Amber,F,137,1983
2940,Nathan,M,781,1983
2941,Kylie,F,464,1983
2942,Jacob,M,132,1983
2943,Casey,F,137,1983
2944,Timothy,M,712,1983
2945,Erin,F,462,1983
2946,Stuart,M,129,1983
2947,Linda,F,134,1983
2948,Peter,M,708,1983
2949,Natalie,F,436,1983
2950,Dane,M,129,1983
2951,Naomi,F,134,1983
2952,Robert,M,656,1983
2953,Kate,F,428,1983
2954,Shannon,M,125,1983
2955,Krystal,F,130,1983
2956,John,M,625,1983
2957,Belinda,F,402,1983
2958,Ashley,M,119,1983
2959,Kim,F,130,1983
2960,Scott,M,605,1983
2961,Jennifer,F,378,1983
2962,Philip,M,118,1983
2963,Holly,F,125,1983
2964,Nicholas,M,599,1983
2965,Kelly,F,368,1983
2966,Darren,M,117,1983
2967,Claire,F,125,1983
2968,Jason,M,571,1983
2969,Elizabeth,F,366,1983
2970,Glen,M,117,1983
2971,Sara,F,124,1983
2972,Paul,M,551,1983
2973,Angela,F,350,1983
2974,Martin,M,116,1983
2975,Alana,F,122,1983
2976,Aaron,M,515,1983
2977,Renee,F,331,1983
2978,Kevin,M,113,1983
2979,Simone,F,116,1983
2980,Steven,M,503,1983
2981,Rachel,F,313,1983
2982,Brent,M,113,1983
2983,Candice,F,115,1983
2984,Anthony,M,463,1983
2985,Laura,F,308,1983
2986,Jonathon,M,113,1983
2987,Kristie,F,114,1983
2988,Ryan,M,459,1983
2989,Danielle,F,280,1983
2990,Clinton,M,112,1983
2991,Kellie,F,114,1983
2992,Shane,M,418,1983
2993,Samantha,F,262,1983
2994,Lee,M,111,1983
2995,Melinda,F,113,1983
2996,Bradley,M,401,1983
2997,Katie,F,261,1983
2998,Jay,M,111,1983
2999,Christine,F,112,1983
3000,Matthew,M,1441,1982
3001,Rebecca,F,1069,1982
3002,Cameron,M,178,1982
3003,Leanne,F,163,1982
3004,Michael,M,1440,1982
3005,Sarah,F,980,1982
3006,Ben,M,172,1982
3007,Leah,F,158,1982
3008,Daniel,M,1328,1982
3009,Melissa,F,811,1982
3010,Sean,M,165,1982
3011,Julie,F,154,1982
3012,Christopher,M,1271,1982
3013,Amanda,F,693,1982
3014,Wayne,M,157,1982
3015,Claire,F,154,1982
3016,David,M,1232,1982
3017,Nicole,F,672,1982
3018,Trent,M,154,1982
3019,Kim,F,150,1982
3020,Andrew,M,1125,1982
3021,Michelle,F,587,1982
3022,Ian,M,148,1982
3023,Tanya,F,148,1982
3024,Adam,M,1060,1982
3025,Jessica,F,578,1982
3026,Damien,M,147,1982
3027,Christine,F,145,1982
3028,Luke,M,923,1982
3029,Emma,F,517,1982
3030,Stuart,M,145,1982
3031,Rachael,F,140,1982
3032,James,M,923,1982
3033,Kristy,F,514,1982
3034,Lee,M,142,1982
3035,Kellie,F,138,1982
3036,Nathan,M,790,1982
3037,Lisa,F,506,1982
3038,George,M,137,1982
3039,Sara,F,137,1982
3040,Timothy,M,761,1982
3041,Natalie,F,492,1982
3042,Glenn,M,136,1982
3043,Alexandra,F,134,1982
3044,Peter,M,742,1982
3045,Kylie,F,481,1982
3046,Shannon,M,135,1982
3047,Amber,F,132,1982
3048,Mark,M,719,1982
3049,Kelly,F,474,1982
3050,Martin,M,133,1982
3051,Stephanie,F,130,1982
3052,Robert,M,694,1982
3053,Kate,F,450,1982
3054,Jay,M,127,1982
3055,Linda,F,130,1982
3056,Scott,M,637,1982
3057,Belinda,F,432,1982
3058,Ashley,M,123,1982
3059,Kristen,F,130,1982
3060,Paul,M,616,1982
3061,Elizabeth,F,388,1982
3062,Darren,M,116,1982
3063,Kimberley,F,129,1982
3064,Nicholas,M,601,1982
3065,Jennifer,F,386,1982
3066,Todd,M,115,1982
3067,Maria,F,128,1982
3068,John,M,596,1982
3069,Erin,F,377,1982
3070,Geoffrey,M,111,1982
3071,Casey,F,127,1982
3072,Jason,M,582,1982
3073,Angela,F,357,1982
3074,Brendon,M,109,1982
3075,Susan,F,122,1982
3076,Steven,M,544,1982
3077,Samantha,F,297,1982
3078,Gavin,M,107,1982
3079,Crystal,F,122,1982
3080,Anthony,M,462,1982
3081,Alison,F,292,1982
3082,Lucas,M,107,1982
3083,Candice,F,118,1982
3084,Ryan,M,461,1982
3085,Danielle,F,283,1982
3086,Jacob,M,105,1982
3087,Bianca,F,115,1982
3088,Aaron,M,442,1982
3089,Katherine,F,280,1982
3090,Glen,M,105,1982
3091,Donna,F,115,1982
3092,Shane,M,419,1982
3093,Melanie,F,277,1982
3094,Jeffrey,M,104,1982
3095,Melinda,F,114,1982
3096,Simon,M,405,1982
3097,Renee,F,276,1982
3098,Clinton,M,100,1982
3099,Alana,F,114,1982
3100,Michael,M,1489,1981
3101,Rebecca,F,1151,1981
3102,Thomas,M,182,1981
3103,Hayley,F,166,1981
3104,Daniel,M,1467,1981
3105,Sarah,F,960,1981
3106,Trent,M,179,1981
3107,Alicia,F,164,1981
3108,Matthew,M,1284,1981
3109,Amanda,F,840,1981
3110,Sean,M,178,1981
3111,Linda,F,163,1981
3112,David,M,1266,1981
3113,Melissa,F,794,1981
3114,Patrick,M,171,1981
3115,Tracey,F,160,1981
3116,Andrew,M,1178,1981
3117,Nicole,F,674,1981
3118,Jeremy,M,167,1981
3119,Leah,F,153,1981
3120,Benjamin,M,1151,1981
3121,Lisa,F,626,1981
3122,Mitchell,M,167,1981
3123,Amber,F,153,1981
3124,Luke,M,1098,1981
3125,Michelle,F,613,1981
3126,Wayne,M,165,1981
3127,Melinda,F,150,1981
3128,Adam,M,1039,1981
3129,Emma,F,507,1981
3130,Cameron,M,158,1981
3131,Carly,F,149,1981
3132,Nathan,M,900,1981
3133,Amy,F,505,1981
3134,Gavin,M,157,1981
3135,Jade,F,145,1981
3136,Peter,M,824,1981
3137,Kylie,F,504,1981
3138,Lee,M,147,1981
3139,Rachael,F,144,1981
3140,Mark,M,817,1981
3141,Belinda,F,500,1981
3142,George,M,145,1981
3143,Naomi,F,144,1981
3144,James,M,813,1981
3145,Kelly,F,496,1981
3146,Todd,M,143,1981
3147,Sara,F,132,1981
3148,Timothy,M,690,1981
3149,Kate,F,456,1981
3150,Ashley,M,136,1981
3151,Claire,F,129,1981
3152,Paul,M,678,1981
3153,Natalie,F,435,1981
3154,Glen,M,135,1981
3155,Shannon,F,124,1981
3156,Scott,M,638,1981
3157,Elizabeth,F,370,1981
3158,Rodney,M,134,1981
3159,Maria,F,123,1981
3160,Jason,M,632,1981
3161,Renee,F,367,1981
3162,Jay,M,133,1981
3163,Jane,F,120,1981
3164,John,M,608,1981
3165,Erin,F,364,1981
3166,Martin,M,131,1981
3167,Kristen,F,120,1981
3168,Steven,M,519,1981
3169,Jessica,F,363,1981
3170,Stuart,M,131,1981
3171,Bianca,F,119,1981
3172,Nicholas,M,514,1981
3173,Jennifer,F,345,1981
3174,Glenn,M,119,1981
3175,Alexandra,F,119,1981
3176,Anthony,M,502,1981
3177,Danielle,F,297,1981
3178,Dane,M,118,1981
3179,Kellie,F,119,1981
3180,Joshua,M,472,1981
3181,Melanie,F,294,1981
3182,Brian,M,117,1981
3183,Kristie,F,119,1981
3184,Aaron,M,453,1981
3185,Katrina,F,293,1981
3186,Shannon,M,116,1981
3187,Alana,F,118,1981
3188,Stephen,M,421,1981
3189,Brooke,F,290,1981
3190,Tony,M,114,1981
3191,Tammy,F,110,1981
3192,Shane,M,412,1981
3193,Alison,F,284,1981
3194,Jeffrey,M,111,1981
3195,Donna,F,110,1981
3196,Bradley,M,406,1981
3197,Angela,F,282,1981
3198,Lucas,M,111,1981
3199,Heidi,F,110,1981
3200,Michael,M,1497,1980
3201,Rebecca,F,1083,1980
3202,Ian,M,177,1980
3203,Linda,F,155,1980
3204,Daniel,M,1341,1980
3205,Amanda,F,787,1980
3206,Grant,M,168,1980
3207,Rachael,F,154,1980
3208,David,M,1258,1980
3209,Sarah,F,700,1980
3210,Brendan,M,168,1980
3211,Amber,F,153,1980
3212,Matthew,M,1192,1980
3213,Michelle,F,695,1980
3214,Wayne,M,165,1980
3215,Alexandra,F,153,1980
3216,Andrew,M,1176,1980
3217,Melissa,F,675,1980
3218,Patrick,M,157,1980
3219,Shannon,F,147,1980
3220,Benjamin,M,1059,1980
3221,Nicole,F,663,1980
3222,Darren,M,157,1980
3223,Kellie,F,145,1980
3224,Adam,M,1026,1980
3225,Lisa,F,632,1980
3226,Gavin,M,154,1980
3227,Alicia,F,141,1980
3228,Christopher,M,979,1980
3229,Kristy,F,591,1980
3230,Lee,M,150,1980
3231,Jane,F,140,1980
3232,Luke,M,824,1980
3233,Kelly,F,590,1980
3234,Samuel,M,147,1980
3235,Laura,F,140,1980
3236,Mark,M,823,1980
3237,Kylie,F,578,1980
3238,Shaun,M,147,1980
3239,Christine,F,139,1980
3240,Peter,M,794,1980
3241,Amy,F,507,1980
3242,Todd,M,145,1980
3243,Jacqueline,F,139,1980
3244,James,M,786,1980
3245,Emma,F,474,1980
3246,Glenn,M,140,1980
3247,Melinda,F,136,1980
3248,Nathan,M,780,1980
3249,Belinda,F,468,1980
3250,Glen,M,138,1980
3251,Emily,F,135,1980
3252,Timothy,M,722,1980
3253,Natalie,F,431,1980
3254,Jeremy,M,132,1980
3255,Donna,F,131,1980
3256,Jason,M,698,1980
3257,Kate,F,381,1980
3258,Stuart,M,132,1980
3259,Susan,F,128,1980
3260,Paul,M,679,1980
3261,Jennifer,F,365,1980
3262,George,M,129,1980
3263,Jade,F,124,1980
3264,Scott,M,643,1980
3265,Renee,F,357,1980
3266,Shannon,M,120,1980
3267,Tammy,F,122,1980
3268,Robert,M,617,1980
3269,Elizabeth,F,352,1980
3270,Sean,M,119,1980
3271,Leah,F,122,1980
3272,Anthony,M,570,1980
3273,Danielle,F,345,1980
3274,Lucas,M,117,1980
3275,Maria,F,122,1980
3276,John,M,558,1980
3277,Angela,F,336,1980
3278,Clinton,M,117,1980
3279,Cassandra,F,119,1980
3280,Nicholas,M,479,1980
3281,Rachel,F,330,1980
3282,Tony,M,117,1980
3283,Heidi,F,117,1980
3284,Steven,M,476,1980
3285,Alison,F,328,1980
3286,Ashley,M,116,1980
3287,Claire,F,116,1980
3288,Aaron,M,448,1980
3289,Lauren,F,296,1980
3290,Jay,M,115,1980
3291,Hayley,F,115,1980
3292,Craig,M,419,1980
3293,Melanie,F,276,1980
3294,Chad,M,112,1980
3295,Bianca,F,113,1980
3296,Shane,M,416,1980
3297,Samantha,F,262,1980
3298,Rodney,M,109,1980
3299,Kristie,F,112,1980
3300,Michael,M,1596,1979
3301,Rebecca,F,1061,1979
3302,Brendan,M,185,1979
3303,Jane,F,177,1979
3304,Daniel,M,1411,1979
3305,Melissa,F,834,1979
3306,Thomas,M,181,1979
3307,Jade,F,172,1979
3308,Matthew,M,1330,1979
3309,Sarah,F,794,1979
3310,Grant,M,177,1979
3311,Jacqueline,F,168,1979
3312,David,M,1306,1979
3313,Michelle,F,737,1979
3314,Sean,M,176,1979
3315,Erin,F,167,1979
3316,Andrew,M,1256,1979
3317,Kelly,F,734,1979
3318,Jonathan,M,170,1979
3319,Leah,F,158,1979
3320,Benjamin,M,1195,1979
3321,Amanda,F,711,1979
3322,Glenn,M,169,1979
3323,Tammy,F,158,1979
3324,Christopher,M,1029,1979
3325,Lisa,F,684,1979
3326,Jeremy,M,166,1979
3327,Donna,F,154,1979
3328,Mark,M,939,1979
3329,Kylie,F,660,1979
3330,Gavin,M,165,1979
3331,Rachael,F,152,1979
3332,Peter,M,888,1979
3333,Belinda,F,596,1979
3334,Todd,M,162,1979
3335,Claire,F,151,1979
3336,Nathan,M,881,1979
3337,Kristy,F,562,1979
3338,Martin,M,162,1979
3339,Simone,F,150,1979
3340,James,M,789,1979
3341,Emma,F,478,1979
3342,Stuart,M,156,1979
3343,Melinda,F,150,1979
3344,Paul,M,752,1979
3345,Natalie,F,455,1979
3346,Patrick,M,154,1979
3347,Susan,F,146,1979
3348,Luke,M,751,1979
3349,Amy,F,438,1979
3350,Shannon,M,153,1979
3351,Alicia,F,143,1979
3352,Timothy,M,729,1979
3353,Danielle,F,426,1979
3354,Cameron,M,148,1979
3355,Mary,F,142,1979
3356,Scott,M,684,1979
3357,Renee,F,403,1979
3358,Glen,M,148,1979
3359,Caroline,F,140,1979
3360,Robert,M,674,1979
3361,Angela,F,390,1979
3362,George,M,146,1979
3363,Sharon,F,140,1979
3364,John,M,651,1979
3365,Melanie,F,379,1979
3366,Rodney,M,145,1979
3367,Bianca,F,140,1979
3368,Anthony,M,603,1979
3369,Kate,F,375,1979
3370,Tony,M,140,1979
3371,Shannon,F,138,1979
3372,Shane,M,572,1979
3373,Alison,F,375,1979
3374,Brian,M,127,1979
3375,Heidi,F,137,1979
3376,Steven,M,518,1979
3377,Karen,F,364,1979
3378,Geoffrey,M,125,1979
3379,Sandra,F,134,1979
3380,Aaron,M,518,1979
3381,Elizabeth,F,338,1979
3382,Chad,M,124,1979
3383,Maria,F,132,1979
3384,Craig,M,470,1979
3385,Rachel,F,324,1979
3386,Jay,M,122,1979
3387,Helen,F,131,1979
3388,Bradley,M,440,1979
3389,Samantha,F,316,1979
3390,Ashley,M,120,1979
3391,Cassandra,F,130,1979
3392,Nicholas,M,422,1979
3393,Kim,F,297,1979
3394,Edward,M,119,1979
3395,Laura,F,128,1979
3396,Stephen,M,408,1979
3397,Joanne,F,296,1979
3398,Kevin,M,119,1979
3399,Amber,F,128,1979
3400,Michael,M,1460,1978
3401,Rebecca,F,1077,1978
3402,Shannon,M,174,1978
3403,Katie,F,161,1978
3404,David,M,1314,1978
3405,Michelle,F,864,1978
3406,George,M,169,1978
3407,Peta,F,160,1978
3408,Matthew,M,1289,1978
3409,Nicole,F,745,1978
3410,Rodney,M,168,1978
3411,Jacqueline,F,158,1978
3412,Daniel,M,1242,1978
3413,Melissa,F,737,1978
3414,Jeremy,M,163,1978
3415,Brooke,F,150,1978
3416,Andrew,M,1131,1978
3417,Lisa,F,694,1978
3418,Joel,M,163,1978
3419,Leah,F,150,1978
3420,Benjamin,M,1094,1978
3421,Sarah,F,652,1978
3422,Ben,M,161,1978
3423,Cassandra,F,148,1978
3424,Christopher,M,955,1978
3425,Belinda,F,639,1978
3426,Alexander,M,157,1978
3427,Tammy,F,146,1978
3428,Adam,M,894,1978
3429,Kelly,F,622,1978
3430,Todd,M,157,1978
3431,Stacey,F,145,1978
3432,Peter,M,786,1978
3433,Amanda,F,615,1978
3434,Cameron,M,153,1978
3435,Simone,F,144,1978
3436,Paul,M,768,1978
3437,Kristy,F,480,1978
3438,Glenn,M,152,1978
3439,Jane,F,141,1978
3440,Nathan,M,738,1978
3441,Natalie,F,451,1978
3442,Gavin,M,150,1978
3443,Emily,F,138,1978
3444,Scott,M,726,1978
3445,Emma,F,420,1978
3446,Lee,M,143,1978
3447,Tracy,F,137,1978
3448,Jason,M,695,1978
3449,Jennifer,F,418,1978
3450,Glen,M,140,1978
3451,Kirsty,F,134,1978
3452,Robert,M,641,1978
3453,Melanie,F,417,1978
3454,Martin,M,138,1978
3455,Deborah,F,133,1978
3456,James,M,608,1978
3457,Karen,F,346,1978
3458,Jonathan,M,134,1978
3459,Olivia,F,131,1978
3460,John,M,601,1978
3461,Angela,F,342,1978
3462,Jeffrey,M,132,1978
3463,Lauren,F,131,1978
3464,Steven,M,570,1978
3465,Alison,F,332,1978
3466,Philip,M,127,1978
3467,Helen,F,129,1978
3468,Luke,M,543,1978
3469,Danielle,F,331,1978
3470,Thomas,M,125,1978
3471,Jessica,F,129,1978
3472,Anthony,M,533,1978
3473,Elizabeth,F,327,1978
3474,Brian,M,123,1978
3475,Sandra,F,127,1978
3476,Timothy,M,512,1978
3477,Rachel,F,324,1978
3478,Damian,M,121,1978
3479,Tamara,F,123,1978
3480,Craig,M,473,1978
3481,Joanne,F,317,1978
3482,Patrick,M,120,1978
3483,Erin,F,123,1978
3484,Bradley,M,450,1978
3485,Amy,F,316,1978
3486,Chad,M,115,1978
3487,Caroline,F,121,1978
3488,Stephen,M,430,1978
3489,Kate,F,312,1978
3490,Trevor,M,111,1978
3491,Heidi,F,121,1978
3492,Aaron,M,383,1978
3493,Samantha,F,295,1978
3494,Tony,M,108,1978
3495,Mary,F,116,1978
3496,Brett,M,365,1978
3497,Kim,F,281,1978
3498,Colin,M,105,1978
3499,Anne,F,116,1978
3500,Michael,M,1478,1977
3501,Rebecca,F,1048,1977
3502,Ben,M,181,1977
3503,Susan,F,162,1977
3504,Matthew,M,1420,1977
3505,Melissa,F,823,1977
3506,Joseph,M,180,1977
3507,Simone,F,161,1977
3508,David,M,1403,1977
3509,Michelle,F,778,1977
3510,Glen,M,180,1977
3511,Tammy,F,160,1977
3512,Daniel,M,1289,1977
3513,Nicole,F,777,1977
3514,Jeremy,M,173,1977
3515,Christine,F,154,1977
3516,Benjamin,M,1126,1977
3517,Amanda,F,702,1977
3518,Sean,M,173,1977
3519,Tracy,F,150,1977
3520,Andrew,M,1079,1977
3521,Kylie,F,679,1977
3522,Gavin,M,165,1977
3523,Katie,F,146,1977
3524,Mark,M,881,1977
3525,Sarah,F,641,1977
3526,Todd,M,163,1977
3527,Cassandra,F,145,1977
3528,Jason,M,863,1977
3529,Lisa,F,592,1977
3530,Samuel,M,162,1977
3531,Sandra,F,143,1977
3532,Christopher,M,825,1977
3533,Kelly,F,544,1977
3534,Alexander,M,152,1977
3535,Naomi,F,143,1977
3536,Paul,M,805,1977
3537,Natalie,F,522,1977
3538,Shaun,M,152,1977
3539,Helen,F,142,1977
3540,Scott,M,730,1977
3541,Karen,F,398,1977
3542,Cameron,M,151,1977
3543,Heidi,F,133,1977
3544,Peter,M,714,1977
3545,Jennifer,F,394,1977
3546,Thomas,M,145,1977
3547,Deborah,F,132,1977
3548,Nathan,M,698,1977
3549,Renee,F,391,1977
3550,Jonathan,M,139,1977
3551,Shannon,F,128,1977
3552,Robert,M,650,1977
3553,Melanie,F,388,1977
3554,Martin,M,134,1977
3555,Laura,F,127,1977
3556,John,M,559,1977
3557,Angela,F,355,1977
3558,Colin,M,128,1977
3559,Stacey,F,126,1977
3560,Steven,M,557,1977
3561,Emma,F,355,1977
3562,Christian,M,127,1977
3563,Mary,F,124,1977
3564,Bradley,M,540,1977
3565,Alison,F,336,1977
3566,Philip,M,126,1977
3567,Kristie,F,123,1977
3568,Craig,M,537,1977
3569,Elizabeth,F,324,1977
3570,Brian,M,124,1977
3571,Jessica,F,123,1977
3572,Anthony,M,529,1977
3573,Rachel,F,320,1977
3574,Kevin,M,123,1977
3575,Wendy,F,118,1977
3576,Shane,M,519,1977
3577,Joanne,F,320,1977
3578,Patrick,M,123,1977
3579,Caroline,F,115,1977
3580,Stephen,M,481,1977
3581,Kim,F,310,1977
3582,Jeffrey,M,121,1977
3583,Leah,F,114,1977
3584,Timothy,M,463,1977
3585,Samantha,F,304,1977
3586,Corey,M,118,1977
3587,Kirsty,F,114,1977
3588,Luke,M,437,1977
3589,Jodie,F,273,1977
3590,Neil,M,115,1977
3591,Peta,F,114,1977
3592,Simon,M,416,1977
3593,Vanessa,F,269,1977
3594,Damian,M,110,1977
3595,Alexandra,F,104,1977
3596,Brett,M,383,1977
3597,Amy,F,266,1977
3598,Geoffrey,M,109,1977
3599,Tamara,F,104,1977
3600,Michael,M,1538,1976
3601,Rebecca,F,955,1976
3602,Cameron,M,179,1976
3603,Jane,F,173,1976
3604,David,M,1360,1976
3605,Michelle,F,910,1976
3606,Gavin,M,170,1976
3607,Helen,F,167,1976
3608,Matthew,M,1338,1976
3609,Nicole,F,823,1976
3610,Shannon,M,163,1976
3611,Tammy,F,159,1976
3612,Daniel,M,1272,1976
3613,Melissa,F,820,1976
3614,Joseph,M,160,1976
3615,Rachael,F,156,1976
3616,Andrew,M,1056,1976
3617,Kylie,F,775,1976
3618,Jeremy,M,160,1976
3619,Sandra,F,150,1976
3620,Jason,M,1034,1976
3621,Belinda,F,743,1976
3622,Sean,M,157,1976
3623,Deborah,F,150,1976
3624,Benjamin,M,954,1976
3625,Amanda,F,677,1976
3626,Ben,M,152,1976
3627,Kate,F,143,1976
3628,Mark,M,893,1976
3629,Natalie,F,550,1976
3630,Todd,M,150,1976
3631,Suzanne,F,130,1976
3632,Paul,M,891,1976
3633,Sarah,F,464,1976
3634,Ryan,M,147,1976
3635,Tamara,F,130,1976
3636,Christopher,M,873,1976
3637,Karen,F,456,1976
3638,Thomas,M,146,1976
3639,Shannon,F,126,1976
3640,Scott,M,763,1976
3641,Jennifer,F,436,1976
3642,Jeffrey,M,144,1976
3643,Naomi,F,124,1976
3644,Peter,M,726,1976
3645,Angela,F,416,1976
3646,Colin,M,141,1976
3647,Anne,F,124,1976
3648,Robert,M,679,1976
3649,Melanie,F,380,1976
3650,Christian,M,140,1976
3651,Wendy,F,123,1976
3652,Steven,M,603,1976
3653,Emma,F,378,1976
3654,Martin,M,138,1976
3655,Cassandra,F,120,1976
3656,Nathan,M,589,1976
3657,Rachel,F,355,1976
3658,Tony,M,134,1976
3659,Kirsty,F,120,1976
3660,John,M,587,1976
3661,Joanne,F,353,1976
3662,Alexander,M,133,1976
3663,Peta,F,119,1976
3664,Bradley,M,534,1976
3665,Kim,F,338,1976
3666,Damian,M,132,1976
3667,Kathleen,F,117,1976
3668,Shane,M,528,1976
3669,Elizabeth,F,328,1976
3670,Patrick,M,123,1976
3671,Mary,F,115,1976
3672,James,M,518,1976
3673,Jodie,F,323,1976
3674,Samuel,M,123,1976
3675,Heidi,F,113,1976
3676,Stephen,M,513,1976
3677,Renee,F,318,1976
3678,Brian,M,120,1976
3679,Caroline,F,110,1976
3680,Craig,M,501,1976
3681,Fiona,F,315,1976
3682,Geoffrey,M,115,1976
3683,Tina,F,109,1976
3684,Brett,M,474,1976
3685,Danielle,F,313,1976
3686,Jonathan,M,113,1976
3687,Tania,F,106,1976
3688,Timothy,M,473,1976
3689,Julie,F,312,1976
3690,Nigel,M,113,1976
3691,Katie,F,104,1976
3692,Simon,M,434,1976
3693,Vanessa,F,304,1976
3694,Gary,M,109,1976
3695,Leah,F,102,1976
3696,Troy,M,400,1976
3697,Samantha,F,300,1976
3698,Kevin,M,108,1976
3699,Patricia,F,102,1976
3700,Michael,M,1625,1975
3701,Michelle,F,973,1975
3702,Martin,M,171,1975
3703,Melinda,F,189,1975
3704,Matthew,M,1518,1975
3705,Nicole,F,902,1975
3706,Jeffrey,M,168,1975
3707,Rachael,F,183,1975
3708,David,M,1454,1975
3709,Kylie,F,882,1975
3710,Glen,M,167,1975
3711,Kathryn,F,183,1975
3712,Daniel,M,1203,1975
3713,Melissa,F,839,1975
3714,Joseph,M,167,1975
3715,Kristy,F,178,1975
3716,Jason,M,1203,1975
3717,Rebecca,F,815,1975
3718,Geoffrey,M,165,1975
3719,Sandra,F,174,1975
3720,Andrew,M,1127,1975
3721,Lisa,F,709,1975
3722,Cameron,M,163,1975
3723,Anna,F,159,1975
3724,Paul,M,994,1975
3725,Belinda,F,697,1975
3726,Jeremy,M,161,1975
3727,Tammy,F,156,1975
3728,Mark,M,975,1975
3729,Amanda,F,547,1975
3730,Lee,M,159,1975
3731,Naomi,F,156,1975
3732,Christopher,M,957,1975
3733,Karen,F,510,1975
3734,Brendan,M,153,1975
3735,Helen,F,152,1975
3736,Adam,M,909,1975
3737,Natalie,F,496,1975
3738,Todd,M,143,1975
3739,Kirsty,F,152,1975
3740,Scott,M,907,1975
3741,Sarah,F,485,1975
3742,Brian,M,141,1975
3743,Anne,F,150,1975
3744,Peter,M,845,1975
3745,Jennifer,F,425,1975
3746,Shannon,M,140,1975
3747,Mary,F,133,1975
3748,Robert,M,723,1975
3749,Rachel,F,422,1975
3750,Damian,M,140,1975
3751,Tina,F,128,1975
3752,John,M,658,1975
3753,Angela,F,394,1975
3754,Ryan,M,137,1975
3755,Cassandra,F,127,1975
3756,Benjamin,M,648,1975
3757,Kelly,F,393,1975
3758,Kevin,M,135,1975
3759,Heidi,F,127,1975
3760,Shane,M,602,1975
3761,Samantha,F,382,1975
3762,Patrick,M,135,1975
3763,Wendy,F,126,1975
3764,Craig,M,574,1975
3765,Julie,F,376,1975
3766,Trent,M,128,1975
3767,Peta,F,125,1975
3768,James,M,560,1975
3769,Vanessa,F,368,1975
3770,Colin,M,127,1975
3771,Patricia,F,121,1975
3772,Steven,M,560,1975
3773,Joanne,F,366,1975
3774,Ashley,M,126,1975
3775,Suzanne,F,121,1975
3776,Stephen,M,531,1975
3777,Leanne,F,344,1975
3778,Christian,M,125,1975
3779,Kate,F,119,1975
3780,Bradley,M,506,1975
3781,Emma,F,339,1975
3782,Jonathan,M,123,1975
3783,Kerrie,F,119,1975
3784,Nathan,M,479,1975
3785,Jodie,F,339,1975
3786,Alexander,M,121,1975
3787,Kerry,F,119,1975
3788,Simon,M,472,1975
3789,Melanie,F,324,1975
3790,Tony,M,116,1975
3791,Paula,F,116,1975
3792,Justin,M,466,1975
3793,Elizabeth,F,317,1975
3794,Raymond,M,115,1975
3795,Amy,F,116,1975
3796,Darren,M,457,1975
3797,Fiona,F,316,1975
3798,Samuel,M,115,1975
3799,Tania,F,112,1975
3800,Michael,M,1846,1974
3801,Michelle,F,1288,1974
3802,Martin,M,210,1974
3803,Sandra,F,235,1974
3804,David,M,1827,1974
3805,Kylie,F,1261,1974
3806,Joseph,M,209,1974
3807,Helen,F,220,1974
3808,Matthew,M,1806,1974
3809,Nicole,F,1055,1974
3810,Brendan,M,202,1974
3811,Simone,F,220,1974
3812,Jason,M,1759,1974
3813,Rebecca,F,913,1974
3814,Jeffrey,M,201,1974
3815,Renee,F,216,1974
3816,Andrew,M,1372,1974
3817,Melissa,F,908,1974
3818,Joshua,M,196,1974
3819,Tammy,F,215,1974
3820,Paul,M,1256,1974
3821,Belinda,F,870,1974
3822,Colin,M,192,1974
3823,Cassandra,F,209,1974
3824,Mark,M,1246,1974
3825,Lisa,F,781,1974
3826,Christian,M,189,1974
3827,Anne,F,208,1974
3828,Daniel,M,1225,1974
3829,Amanda,F,678,1974
3830,Jeremy,M,184,1974
3831,Tania,F,199,1974
3832,Christopher,M,1202,1974
3833,Karen,F,632,1974
3834,Cameron,M,173,1974
3835,Anna,F,180,1974
3836,Scott,M,1055,1974
3837,Jennifer,F,593,1974
3838,Brian,M,172,1974
3839,Tina,F,177,1974
3840,Adam,M,1009,1974
3841,Rachel,F,497,1974
3842,Geoffrey,M,172,1974
3843,Kirsty,F,172,1974
3844,Peter,M,1002,1974
3845,Joanne,F,473,1974
3846,Damian,M,170,1974
3847,Suzanne,F,168,1974
3848,Robert,M,914,1974
3849,Kelly,F,473,1974
3850,Todd,M,167,1974
3851,Wendy,F,165,1974
3852,John,M,822,1974
3853,Julie,F,460,1974
3854,Raymond,M,165,1974
3855,Kristy,F,163,1974
3856,Craig,M,792,1974
3857,Angela,F,457,1974
3858,Tony,M,161,1974
3859,Sonia,F,163,1974
3860,Anthony,M,742,1974
3861,Samantha,F,456,1974
3862,Kevin,M,158,1974
